# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'L1-icache-load-misses'
# Event count (approx.): 3950
#
# Overhead  Command      Source Shared Object   Source Symbol                        Target Symbol                         Basic Block Cycles
# ........  ...........  .....................  ...................................  ....................................  ..................
#
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88969cd         [k] 0xffffffffa88a1729             415               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88969cd         [k] 0xffffffffa88a1729             414               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88969cd         [k] 0xffffffffa88a1729             408               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88969cd         [k] 0xffffffffa88a1729             267               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88969cd         [k] 0xffffffffa88a1749             281               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88969cd         [k] 0xffffffffa88a1749             110               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88969cd         [k] 0xffffffffa88a1749             52                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8896dc7         [k] 0xffffffffa889cc80             9                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa889b7ba         [k] 0xffffffffa88a84a4             16                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa889c478         [k] 0xffffffffa889ccde             15                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa889ccd9         [k] 0xffffffffa889c410             31                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa889ccd9         [k] 0xffffffffa889c410             6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa889ccd9         [k] 0xffffffffa889c410             5                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa889cd87         [k] 0xffffffffa88a10a9             53                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa889cd87         [k] 0xffffffffa88a10a9             52                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa889d4e8         [k] 0xffffffffa88a022f             11                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa889d707         [k] 0xffffffffa88a022f             11                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0038         [k] 0xffffffffa8606870             68                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a022a         [k] 0xffffffffa889d4e0             28                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0249         [k] 0xffffffffa8705e6e             24                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0629         [k] 0xffffffffa8896560             173               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0629         [k] 0xffffffffa8896560             96                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0629         [k] 0xffffffffa8896560             71                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0629         [k] 0xffffffffa8896560             5                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0629         [k] 0xffffffffa8896560             4                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0669         [k] 0xffffffffa88968a0             338               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0669         [k] 0xffffffffa88968a0             250               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0669         [k] 0xffffffffa88968a0             157               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0669         [k] 0xffffffffa88968a0             14                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a06c5         [k] 0xffffffffa8609e70             17                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a06ce         [k] 0xffffffffa875eac0             6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a06ce         [k] 0xffffffffa875eac0             5                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a06ea         [k] 0xffffffffa88a0e06             17                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a06ea         [k] 0xffffffffa88a0e06             10                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0e01         [k] 0xffffffffa88a05f0             232               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0e01         [k] 0xffffffffa88a05f0             147               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0e01         [k] 0xffffffffa88a05f0             55                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0e09         [k] 0xffffffffa889ccf6             4                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0ed3         [k] 0xffffffffa88a146f             29                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0ed3         [k] 0xffffffffa88a146f             28                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a0ed3         [k] 0xffffffffa88a146f             6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a10c8         [k] 0xffffffffa8895090             7                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a10c8         [k] 0xffffffffa8895090             5                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a15ac         [k] 0xffffffffa88a1830             68                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a15ac         [k] 0xffffffffa88a1869             46                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a15ac         [k] 0xffffffffa88a1869             42                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a15ac         [k] 0xffffffffa88a1869             28                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a15ac         [k] 0xffffffffa88a1869             20                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a15ac         [k] 0xffffffffa88a1869             19                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a15ac         [k] 0xffffffffa88a1869             17                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a15ac         [k] 0xffffffffa88a1869             6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1724         [k] 0xffffffffa8896960             21                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1724         [k] 0xffffffffa8896960             11                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a17bc         [k] 0xffffffffa88a1933             37                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a17bc         [k] 0xffffffffa88a1933             35                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a17bc         [k] 0xffffffffa88a1933             33                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a17bc         [k] 0xffffffffa88a1933             15                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a17bc         [k] 0xffffffffa88a1933             14                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a17bc         [k] 0xffffffffa88a194b             39                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a17bc         [k] 0xffffffffa88a194b             37                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a17bc         [k] 0xffffffffa88a194b             12                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a17bc         [k] 0xffffffffa88a195e             40                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a17bc         [k] 0xffffffffa88a1971             15                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a182b         [k] 0xffffffffa88a1300             106               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a182b         [k] 0xffffffffa88a1300             88                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a182b         [k] 0xffffffffa88a1300             55                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a182b         [k] 0xffffffffa88a1300             38                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a182b         [k] 0xffffffffa88a1300             24                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a182b         [k] 0xffffffffa88a1300             18                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1864         [k] 0xffffffffa88a1300             153               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1864         [k] 0xffffffffa88a1300             75                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1864         [k] 0xffffffffa88a1300             73                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1864         [k] 0xffffffffa88a1300             57                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1864         [k] 0xffffffffa88a1300             27                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1864         [k] 0xffffffffa88a1300             26                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1864         [k] 0xffffffffa88a1300             12                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1879         [k] 0xffffffffa8709240             65                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1879         [k] 0xffffffffa8709240             53                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1879         [k] 0xffffffffa8709240             34                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a192e         [k] 0xffffffffa88a1770             8                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a192e         [k] 0xffffffffa88a1770             6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1946         [k] 0xffffffffa88a1770             8                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a196c         [k] 0xffffffffa88a1770             7                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a1978         [k] 0xffffffffa88a29d3             5                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             388               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             336               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             199               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             137               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             127               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             110               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             101               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             97                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             93                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             87                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             79                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             78                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             77                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             68                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2951         [k] 0xffffffffa93ca610             48                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2961         [k] 0xffffffffa93ca610             16                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2997         [k] 0xffffffffa88968b0             163               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2997         [k] 0xffffffffa88968b0             162               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2997         [k] 0xffffffffa88968b0             34                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2997         [k] 0xffffffffa88968b0             15                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2997         [k] 0xffffffffa88968b0             5                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a29ce         [k] 0xffffffffa88a1910             82                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a29ce         [k] 0xffffffffa88a1910             11                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a29ce         [k] 0xffffffffa88a1910             10                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a29ce         [k] 0xffffffffa88a1910             4                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a2a17         [k] 0xffffffffa88968b0             59                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a66d9         [k] 0xffffffffa88a9d30             16                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a6708         [k] 0xffffffffa88a9d30             10                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a67e4         [k] 0xffffffffa88a750a             21                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a750e         [k] 0xffffffffa88aa460             1                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a7513         [k] 0xffffffffa875eac0             9                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a7530         [k] 0xffffffffa889b788             13                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a84a5         [k] 0xffffffffa86101a6             3                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a9d64         [k] 0xffffffffa93bba60             6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a9d64         [k] 0xffffffffa93bba60             5                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a9db0         [k] 0xffffffffa88a66de             7                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a9db0         [k] 0xffffffffa88a670d             3                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88a9db0         [k] 0xffffffffa88a69c0             7                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88aa4a1         [k] 0xffffffffa875eac0             38                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa88aa4a7         [k] 0xffffffffa88a7513             4                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b2da6         [.] 0xffffffffa8cac970             27                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b2da6         [.] 0xffffffffa8cac970             21                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b2da6         [.] 0xffffffffa8cac970             3                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b2de7         [.] 0xffffffffa88b300a             10                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b3005         [.] 0xffffffffa88b2d90             94                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b3005         [.] 0xffffffffa88b2d90             36                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b3005         [.] 0xffffffffa88b2d90             29                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b302d         [.] 0xffffffffa8caf470             2                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b3358         [.] 0xffffffffa88b2fc0             66                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b3358         [.] 0xffffffffa88b2fc0             20                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b3358         [.] 0xffffffffa88b2fc0             18                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b3397         [.] 0xffffffffa876e69d             56                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b3397         [.] 0xffffffffa876e69d             54                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa88b3397         [.] 0xffffffffa876e69d             52                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa897bd3c         [.] 0xffffffffa876e677             116               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa8c100ec         [.] 0xffffffffa876e67c             40                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa8c100ec         [.] 0xffffffffa876e67c             31                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa8c100ec         [.] 0xffffffffa876e67c             7                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8c9b5bb         [k] 0xffffffffa8684b81             59                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8c9db3b         [k] 0xffffffffa8ca1021             66                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8c9e180         [k] 0xffffffffa88a149f             107               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8c9e180         [k] 0xffffffffa88a149f             80                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8c9e180         [k] 0xffffffffa88a149f             77                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8c9e180         [k] 0xffffffffa8ca1011             37                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8ca100c         [k] 0xffffffffa8c9e160             3                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8ca101c         [k] 0xffffffffa8c9d900             1                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8ca1032         [k] 0xffffffffa8775f18             10                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa8cac994         [.] 0xffffffffa88b2dab             347               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa8cac994         [.] 0xffffffffa88b2dab             146               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa8cac994         [.] 0xffffffffa88b2dab             77                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa8caf48a         [.] 0xffffffffa88b3032             36                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8db2f51         [k] 0xffffffffa8db3367             245               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8db3362         [k] 0xffffffffa8db2ed0             26                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8db33cd         [k] 0xffffffffa8d353d0             6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8db6065         [k] 0xffffffffa8db3330             4                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8db70f8         [k] 0xffffffffa8db6040             5                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8db7391         [k] 0xffffffffa93ca610             167               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa8db73b5         [k] 0xffffffffa8db70c0             2                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa93b74e4         [.] 0xffffffffa93bb950             42                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa93b74ee         [.] 0xffffffffa94000da             12                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa93b74ee         [.] 0xffffffffa94000da             10                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93b85b1         [k] 0xffffffffa9401561             285               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93b90a9         [k] 0xffffffffa93b9271             33                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93b91c9         [k] 0xffffffffa93bb860             13                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93b91c9         [k] 0xffffffffa93bb860             8                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa93b948b         [.] 0xffffffffa93bb985             3                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93baaab         [k] 0xffffffffa93bb9b0             6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93baad1         [k] 0xffffffffa86c6540             15                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93baad9         [k] 0xffffffffa8680dd0             10                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93baade         [k] 0xffffffffa86c65e0             1                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93bb728         [k] 0xffffffffa93bb87b             15                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93bb895         [k] 0xffffffffa93b91ce             6                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa93bb972         [.] 0xffffffffa876e6f0             45                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa93bb980         [.] 0xffffffffa93b9480             561               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa93bb980         [.] 0xffffffffa93b9480             546               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa93bb980         [.] 0xffffffffa93b9480             505               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa93bb980         [.] 0xffffffffa93b9480             500               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa93bb986         [.] 0xffffffffa93b74e9             10                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa93bb986         [.] 0xffffffffa93b74e9             4                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93bb9a0         [k] 0xffffffffa93bb9d9             2                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93bb9d4         [k] 0xffffffffa93bb9a0             23                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93bb9dc         [k] 0xffffffffa93baab0             9                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93bba88         [k] 0xffffffffa88a9d69             38                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93bba88         [k] 0xffffffffa88a9d69             22                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93c44dc         [k] 0xffffffffa8700540             20                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93c44dc         [k] 0xffffffffa8700540             4                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93ca339         [k] 0xffffffffa8776069             22                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93ca4a1         [k] 0xffffffffa8776e0e             41                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93ca622         [k] 0xffffffffa86fcbf7             23                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93ca622         [k] 0xffffffffa88a2956             34                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93ca622         [k] 0xffffffffa88a2956             31                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93ca622         [k] 0xffffffffa88a2956             28                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93ca622         [k] 0xffffffffa88a2956             25                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93ca622         [k] 0xffffffffa88a2956             21                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93ca622         [k] 0xffffffffa88a2956             18                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93ca622         [k] 0xffffffffa88a2966             25                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa93ca622         [k] 0xffffffffa8db7396             25                
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa94001d2         [.] clock_nanosleep                889               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa94001d2         [.] clock_nanosleep                764               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa94001d2         [.] clock_nanosleep                729               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [.] 0xffffffffa94001d2         [.] clock_nanosleep                724               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa9400ec6         [k] 0xffffffffa93baaa0             4                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa9401561         [k] 0xffffffffa9400ebb             1                 
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa940180b         [k] 0xffffffffa88969a3             956               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa940180b         [k] 0xffffffffa88969a3             952               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa940180b         [k] 0xffffffffa88969a3             940               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa940180b         [k] 0xffffffffa88a0dae             946               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa940180b         [k] 0xffffffffa88a2919             950               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa940180b         [k] 0xffffffffa88a2922             942               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa940180b         [k] 0xffffffffa93ca620             944               
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] 0xffffffffa96000d4         [k] 0xffffffffa871c5b0             81                
     0.03%  memcached    libevent-2.1.so.7.0.1  [.] event_base_loop            [.] 0x000000000001c690             111               
     0.03%  memcached    libevent-2.1.so.7.0.1  [.] event_base_loop            [.] 0x000000000001c690             81                
     0.03%  memcached    libevent-2.1.so.7.0.1  [.] event_base_loop            [.] 0x000000000001c690             76                
     0.03%  memcached    libevent-2.1.so.7.0.1  [.] evutil_gettime_monotonic_  [.] clock_gettime@plt              104               
     0.03%  memcached    libevent-2.1.so.7.0.1  [.] evutil_gettime_monotonic_  [.] clock_gettime@plt              98                
     0.03%  memcached    libevent-2.1.so.7.0.1  [.] evutil_gettime_monotonic_  [.] clock_gettime@plt              42                
